label,sentence
3,Those who want to be jolted out of their gourd should drop everything and run to Ichi.
2,"Post 9/11 the philosophical message of ""Personal Freedom First"" might not be as palatable as intended."
4,"Mr. Deeds is, as comedy goes, very silly -- and in the best way."
3,"This amiable picture talks tough, but it's all bluster -- in the end it's as sweet as Greenfingers ..."
4,"MY LITTLE EYE is the best little ""horror"" movie I've seen in years."
1,"The movie is a negligible work of manipulation, an exploitation piece doing its usual worst to guilt-trip parents."
3,It may ... work as a jaunt down memory lane for teens and young adults who grew up on televised Scooby-Doo shows or reruns.
1,Suffers from a flat script and a low budget.
1,"The movie is well done, but slow."
2,The plot plummets into a comedy graveyard before Janice comes racing to the rescue in the final reel.
0,The Master of Disguise is awful.
2,"It's an actor's showcase that accomplishes its primary goal without the use of special effects, but rather by emphasizing the characters -- including the supporting ones."
2,"Same song, second verse, coulda been better, but it coulda been worse."
4,The film is one of the year's best.
2,"That the Chuck Norris ""grenade gag"" occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is."
2,"Frida is certainly no disaster, but neither is it the Kahlo movie Frida fans have been looking for."
4,One of the year's most weirdly engaging and unpredictable character pieces.
1,"The direction occasionally rises to the level of marginal competence, but for most of the film it is hard to tell who is chasing who or why."
0,"The three leads produce adequate performances, but what's missing from this material is any depth of feeling."
1,"""Looking For Leonard"" just seems to kinda sit in neutral, hoping for a stiff wind to blow it uphill or something."
0,The most surprising thing about this film is that they are actually releasing it into theaters.
1,...one resurrection too many.
3,"Oh, look at that clever angle!"
2,Warmed-over hash.
0,"No, I hate it."
3,"For a long time the film succeeds with its dark, delicate treatment of these characters and its unerring respect for them."
3,The casting of Raymond J. Barry as the 'assassin' greatly enhances the quality of Neil Burger's impressive fake documentary.
0,"The film is like sitting in a downtown café, overhearing a bunch of typical late-twenty-somethings natter on about nothing, and desperately wishing you could change tables."
3,"The filmmakers want nothing else than to show us a good time, and in their cheap, B movie way, they succeed."
4,"A rollicking ride, with jaw-dropping action sequences, striking villains, a gorgeous color palette, astounding technology, stirring music and a boffo last hour that leads up to a strangely sinister happy ending."
4,An hour and a half of joyful solo performance.
1,Contrived pastiche of caper clichés.
4,"A triumph, a film that hews out a world and carries us effortlessly from darkness to light."
3,"Steven Soderbergh's digital video experiment is a clever and cutting, quick and dirty look at modern living and movie life."
4,Kinnear's performance is a career-defining revelation.
3,"Not only a reminder of how they used to make movies, but also how they sometimes still can be made."
3,The dragons are the real stars of Reign of Fire and you won't be disappointed.
0,"If you're over 25, have an IQ over 90, and have a driver's license, you should be able to find better entertainment."
4,"For devotees of French cinema, Safe Conduct is so rich with period minutiae it's like dying and going to celluloid heaven."
1,"Scherfig, who has had a successful career in TV, tackles more than she can handle."
2,Really dumb but occasionally really funny.
1,"This Sade is hardly a perverse, dangerous libertine and agitator -- which would have made for better drama."
3,"By the end of the movie, you're definitely convinced that these women are spectacular."
0,"...a plotline that's as lumpy as two-day old porridge...the filmmakers' paws, sad to say, were all over this ""un-bear-able"" project!"
2,"Largely, this is a movie that also does it by the numbers."
1,The modern-day royals have nothing on these guys when it comes to scandals.
1,"essentially ""Fatal Attraction"" remade for viewers who were in diapers when the original was released in 1987."
1,"It doesn't really know or care about the characters, and uses them as markers for a series of preordained events."
1,'Opening up' the play more has partly closed it down.
3,"Even though it's common knowledge that Park and his founding partner, Yong Kang, lost Kozmo in the end, you can't help but get caught up in the thrill of the company's astonishing growth."
0,"Lots of effort and intelligence are on display but in execution it is all awkward, static, and lifeless rumblings."
4,"Every moment crackles with tension, and by the end of the flick, you're on the edge of your seat."
4,The IMAX screen enhances the personal touch of manual animation.
1,Coal isn't as easy to come by as it used to be and this would be a worthy substitute for naughty children's stockings.
0,As pedestrian as they come.
1,"Why, you may ask, why should you buy the movie milk when the TV cow is free?"
0,"Sunk by way too much indulgence of scene-chewing, teeth-gnashing actorliness."
4,That's fun for kids of any age.
4,Raimi and his team couldn't have done any better in bringing the story of Spider-Man to the big screen.
4,"A colorful, joyous celebration of life; a tapestry woven of romance, dancing, singing, and unforgettable characters."
2,Frank McKlusky C.I. is that movie!
3,A rip-roaring comedy action fest that'll put hairs on your chest.
3,The premise of Jason X is silly but strangely believable.
1,The modern-day characters are nowhere near as vivid as the 19th-century ones.
1,Chelsea Walls is a case of too many chefs fussing over too weak a recipe.
3,"The cast ... keeps this pretty watchable, and casting Mick Jagger as director of the escort service was inspired."
2,"Plods along, minus the twisted humor and eye-popping visuals that have made Miike ... a cult hero."
1,"(The kid's) just too bratty for sympathy, and as the film grows to its finale, his little changes ring hollow."
3,Contradicts everything we've come to expect from movies nowadays.
3,"There is little question that this is a serious work by an important director who has something new to say about how, in the flip-flop of courtship, we often reel in when we should be playing out."
1,The script has less spice than a rat burger and The Rock's fighting skills are more in line with Steven Seagal.
4,The solid filmmaking and convincing characters makes this a high water mark for this genre.
4,"The kind of movie that comes along only occasionally, one so unconventional, gutsy and perfectly executed it takes your breath away."
2,And a very rainy day.
4,"With an admirably dark first script by Brent Hanley, Paxton, making his directorial feature debut, does strong, measured work."
2,The film has a childlike quality about it.
2,A really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film.
2,Gone are the flamboyant mannerisms that are the trademark of several of his performances.
4,"Funny, somber, absurd, and, finally, achingly sad, Bartleby is a fine, understated piece of filmmaking."
0,"Every now and again, a movie comes along to remind us of how very bad a motion picture can truly be."
1,"Unfortunately, there is almost nothing in this flat effort that will amuse or entertain them, either."
3,Schrader examines Crane's decline with unblinking candor.
2,Count on his movie to work at the back of your neck long after you leave the theater.
3,That the e-graveyard holds as many good ideas as bad is the cold comfort that Chin's film serves up with style and empathy.
3,"You wouldn't want to live waydowntown, but it is a hilarious place to visit."
4,"The Bai brothers have taken an small slice of history and opened it up for all of us to understand, and they've told a nice little story in the process."
0,There's not one decent performance from the cast and not one clever line of dialogue.
1,Translation: 'We don't need to try very hard.'
4,"Return to Never Land is reliable, standard Disney animated fare, with enough creative energy and wit to entertain all ages."
1,"It sticks rigidly to the paradigm, rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived, well-worn situations."
2,"In many ways, reminiscent of 1992's Unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue."
3,Caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose.
4,A captivating and intimate study about dying and loving...
0,"Oversexed, at times overwrought comedy/drama that offers little insight into the experience of being forty, female and single."
4,The world needs more filmmakers with passionate enthusiasms like Martin Scorsese.
1,The director seems to take an unseemly pleasure in (the characters') misery and at the same time to congratulate himself for having the guts to confront it.
4,The history is fascinating; the action is dazzling.
3,"The unexpected thing is that its dying, in this shower of black-and-white psychedelia, is quite beautiful."
1,I also believe that Resident Evil is not it.
2,If only there were one for this kind of movie.
4,Offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a Hollywood film.
2,"It may be about drug dealers, kidnapping, and unsavory folks, but the tone and pacing are shockingly intimate."
4,"Meeting, even exceeding expectations, it's the best sequel since The Empire Strikes Back ... a majestic achievement, an epic of astonishing grandeur and surprising emotional depth."
4,"While general audiences might not come away with a greater knowledge of the facts of Cuban music, they'll be treated to an impressive and highly entertaining celebration of its sounds."
4,"Not only better than its predecessor, it may rate as the most magical and most fun family fare of this or any recent holiday season."
1,...may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence.
1,"Death to Smoochy tells a moldy-oldie, not-nearly -as-nasty -as-it- thinks-it-is joke."
3,"Spielberg's picture is smarter and subtler than (Total Recall and Blade Runner), although its plot may prove too convoluted for fun-seeking summer audiences."
1,"Hart's War seems to want to be a character study, but apparently can't quite decide which character."
3,Smaller numbered kidlets will enjoy.
0,"Offers no new insight on the matter, nor do its characters exactly spring to life."
1,"I'm convinced I could keep a family of five blind, crippled, Amish people alive in this situation better than these British soldiers do at keeping themselves kicking."
1,"The connected stories of Breitbart and Hanussen are actually fascinating, but the filmmaking in Invincible is such that the movie does not do them justice."
3,The characters are more deeply thought through than in most 'right-thinking' films.
3,"These characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field, and I'm all for that."
0,"With a completely predictable plot, you'll swear that you've seen it all before, even if you've never come within a mile of The Longest Yard."
0,"The jokes are sophomoric, stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious."
2,"You see Robin Williams and psycho killer, and you think, hmmmmm."
3,Cho's latest comic set isn't as sharp or as fresh as I'm the One That I Want... but it's still damn funny stuff.
3,"Much has been written about those years when the psychedelic '60s grooved over into the gay '70s, but words don't really do the era justice."
4,One of the best looking and stylish animated movies in quite a while ...
2,The Armenian genocide deserves a more engaged and honest treatment.
4,"Light the candles, bring out the cake and don't fret about the calories because there's precious little substance in Birthday Girl -- it's simply, and surprisingly, a nice, light treat."
3,"It's good, hard-edged stuff, violent and a bit exploitative but also nicely done, morally alert and street-smart."
1,Sayles ... once again strands his superb performers in the same old story.
1,"High Crimes carries almost no organic intrigue as a government/ Marine/legal mystery, and that's because the movie serves up all of that stuff, nearly subliminally, as the old-hat province of male intrigue."
4,Nicole Kidman makes it a party worth attending.
3,"Bogdanovich puts history in perspective and, via Kirsten Dunst's remarkable performance, he showcases Davies as a young woman of great charm, generosity and diplomacy."
3,The gentle comic treatment of adolescent sturm und drang should please fans of Chris Fuhrman's posthumously published cult novel.
1,"Shatner is probably the funniest person in the film, which gives you an idea just how bad it was."
0,"This is a fragmented film, once a good idea that was followed by the bad idea to turn it into a movie."
1,"There's some outrageously creative action in The Transporter ... (b)ut by the time Frank parachutes down onto a moving truck, it's just another cartoon with an unstoppable superman."
3,"For those of an indulgent, slightly sunbaked and summery mind, Sex and Lucia may well prove diverting enough."
3,"It might be 'easier' to watch on video at home, but that shouldn't stop die-hard French film connoisseurs from going out and enjoying the big-screen experience."
2,New Yorkers always seem to find the oddest places to dwell...
3,(Reno) delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion.
3,"Rich in atmosphere of the post-war art world, it manages to instruct without reeking of research library dust."
3,More good than great but Freeman and Judd make it work.
3,"It's nice to see Piscopo again after all these years, and Chaykin and Headly are priceless."
3,"Never Again, while nothing special, is pleasant, diverting and modest -- definitely a step in the right direction."
1,"If The Last Man were the last movie left on earth, there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows."
3,"She is a lioness, protecting her cub, and he a reluctant villain, incapable of controlling his crew."
4,"This is an interesting movie!"""
0,"It's simply stupid, irrelevant and deeply, truly, bottomlessly cynical."
2,Might be one of those vanity projects in which a renowned filmmaker attempts to show off his talent by surrounding himself with untalented people.
0,"The movie is almost completely lacking in suspense, surprise and consistent emotional conviction."
2,"Are monsters born, or made?"
0,"The characters are so generic and the plot so bland that even as rogue CIA assassins working for Chris Cooper's agency boss close in on the resourceful amnesiac, we don't feel much for Damon/Bourne or his predicament."
2,Only at the prospect of Beck's next project.
2,Consider this review life-affirming.
0,Like a can of 2-day old Coke.
3,This masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short.
0,"Yes, I suppose it's lovely that Cal works out his issues with his dad and comes to terms with his picture-perfect life -- but World Traveler gave me no reason to care, so I didn't."
2,Rodriguez...was unable to reproduce the special spark between the characters that made the first film such a delight.
2,"Jones helps breathe some life into the insubstantial plot, but even he is overwhelmed by predictability."
1,That the film opens with maggots crawling on a dead dog is not an out of place metaphor.
3,"If the plot seems a bit on the skinny side, that's because Panic Room is interested in nothing more than sucking you in...and making you sweat."
3,Drumline ably captures the complicated relationships in a marching band.
4,"The entire cast is first-rate, especially Sorvino."
0,It's a drag how Nettelbeck sees working women -- or at least this working woman -- for whom she shows little understanding.
0,Nothing about this movie works.
3,A solidly entertaining little film.
2,"If the movie were all comedy, it might work better."
3,"(""Safe Conduct"") is a long movie at 163 minutes but it fills the time with drama, romance, tragedy, bravery, political intrigue, partisans and sabotage."
3,"Although mainstream American movies tend to exploit the familiar, every once in a while a film arrives from the margin that gives viewers a chance to learn, to grow, to travel."
1,"A hit- and-miss affair, consistently amusing but not as outrageous or funny as Cho may have intended or as imaginative as one might have hoped."
4,"This is an exercise in chilling style, and Twohy films the sub, inside and out, with an eye on preserving a sense of mystery."
0,"Hey everybody, wanna watch a movie in which a guy dressed as a children's party clown gets violently gang-raped?"
4,"It makes compelling, provocative and prescient viewing."
3,A flawed but engrossing thriller.
1,Never comes together as a coherent whole.
0,A decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies.
3,What sets Ms. Birot's film apart from others in the genre is a greater attention to the parents -- and particularly the fateful fathers -- in the emotional evolution of the two bewitched adolescents.
1,"Like most of Jaglom's films, some of it is honestly affecting, but more of it seems contrived and secondhand."
4,"It's a wise and powerful tale of race and culture forcefully told, with superb performances throughout."
4,One of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm.
0,"Not only are the film's Sopranos gags incredibly dated and unfunny, they also demonstrate how desperate the makers of this 'we're -doing-it-for -the-cash' sequel were."
1,I have to admit that I am baffled by Jason X.
3,"The film gets close to the chimps the same way Goodall did, with a serious minded patience, respect and affection."
0,"A rip-off twice removed, modeled after (Seagal's) earlier copycat Under Siege, sometimes referred to as Die Hard on a boat."
4,"Ms. Seigner and Mr. Serrault bring fresh, unforced naturalism to their characters."
1,"That's muy loco, but no more ridiculous than most of the rest of ""Dragonfly."""
0,But the movie that doesn't really deliver for country music fans or for family audiences
3,"If you answered yes, by all means enjoy The New Guy."
3,Generates an enormous feeling of empathy for its characters.
3,"The low-key direction is pleasingly emphatic in this properly intense, claustrophobic tale of obsessive love."
3,"Those prone to indignation need not apply; those susceptible to blue hilarity, step right up."
2,Now he makes them.
3,An intriguing look at the French film industry during the German occupation; its most delightful moments come when various characters express their quirky inner selves.
3,would make an excellent companion piece to the similarly themed 'The French Lieutenant's Woman.'
4,"If you like quirky, odd movies and/or the ironic, here's a fun one."
0,"No French people were harmed during the making of this movie, but they were insulted and the audience was put through torture for an hour and a half."
4,Woody Allen can write and deliver a one liner as well as anybody.
2,Kaufman and Jonze take huge risks to ponder the whole notion of passion -- our desire as human beings for passion in our lives and the emptiness one feels when it is missing.
3,The most consistently funny of the Austin Powers films.
3,"It's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue, only to be revealed by the dispassionate Gantz brothers as ordinary, pasty lumpen."
2,"The members manage to pronounce KOK exactly as you think they might, thus giving the cast ample opportunity to use that term as often as possible."
3,Paid in Full is remarkably engaging despite being noticeably derivative of Goodfellas and at least a half dozen other trouble-in-the-ghetto flicks.
1,"The plot has a number of holes, and at times it's simply baffling."
2,Most folks with a real stake in the American sexual landscape will find it either moderately amusing or just plain irrelevant.
1,"The redeeming feature of Chan's films has always been the action, but the stunts in The Tuxedo seem tired and, what's worse, routine."
0,Amazingly lame.
0,Not even Felinni would know what to make of this Italian freakshow.
2,"But when it does, you're entirely unprepared."
3,"García Bernal and Talancón are an immensely appealing couple, and even though their story is predictable, you'll want things to work out."
3,-- but certainly hard to hate.
4,"finely crafted, finely written, exquisitely performed"
2,Earnest but heavy-handed.
1,Parker cannot sustain the buoyant energy level of the film's city beginnings into its country conclusion
2,Ali's graduation from little screen to big is far less painful than his opening scene encounter with an over-amorous terrier.
3,"The story is a rather simplistic one: grief drives her, love drives him, and a second chance to find love in the most unlikely place - it struck a chord in me."
2,"Bacon keeps things interesting, but don't go out of your way to pay full price."
1,A cockeyed shot all the way.
1,Clare Peploe's airless movie adaptation could use a little American Pie-like irreverence.
0,"A woefully dull, redundant concept that bears more than a whiff of exploitation, despite Iwai's vaunted empathy."
3,A cutesy romantic tale with a twist.
1,About one in three gags in White's intermittently wise script hits its mark; the rest are padding unashamedly appropriated from the teen-exploitation playbook.
1,"It plods along methodically, somehow under the assumption that its ""dead wife communicating from beyond the grave"" framework is even remotely new or interesting."
4,Give credit to everyone from Robinson down to the key grip that this bold move works.
0,"Enough said, except: Film overboard!"
3,A suffocating rape-payback horror show that hinges on the subgenre's most enabling victim ... and an ebullient affection for industrial-model meat freezers.
3,"While we no longer possess the lack-of-attention span that we did at seventeen, we had no trouble sitting for Blade II."
1,A collage of clichés and a dim echo of allusions to other films.
3,Combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why didn't Hollywood think of this sooner?
1,"If Damon and Affleck attempt another Project Greenlight, next time out they might try paying less attention to the miniseries and more attention to the film it is about."
1,"The screenplay by James Eric, James Horton and director Peter O'Fallon ... is so pat it makes your teeth hurt."
1,I'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment.
1,"Not only does LeBlanc make one spectacularly ugly-looking broad, but he appears miserable throughout as he swaggers through his scenes."
3,"An elegant work, Food of Love is as consistently engaging as it is revealing."
3,"The pain, loneliness and insecurity of the screenwriting process are vividly and painfully brought to slovenly life in this self-deprecating, biting and witty feature written by Charlie Kaufman and his twin brother, Donald, and directed by Spike Jonze."
0,... a weak and ineffective ghost story without a conclusion or pay off.
