label,sentence
extremely angry,I got a NO RESPONSE again from an #irate customer of #amazon ðŸ˜žðŸ˜ž\nwhy can't they understand that it's not always amazon fault..\n#carrierfault
extremely angry,|Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick! #rage #wtf  #murder|
extremely angry,|@LeKingCoq @MistaAggy @GiovanniiDC The way my blood is boiling, little bastards!|
extremely angry,Actually fuming I have nothing to wear Saturday
extremely angry,.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine. #angry #fuming
extremely angry,Bloody parking ticket ðŸ˜’ðŸ’¸ #fuming
extremely angry,You ever just find that the people around you really irritate you sometimes? That's me right now ðŸ˜’
extremely angry,I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road 
extremely angry,|This fuck you is boiling up inside, its not gonna be good when I let it out.|
extremely angry,@VodafoneUKhelp @VodafoneUK wow!! My bill is Â£44.77 and hav a text from u to prove that and you have taken Â£148!!!!! #swines #fuming #con!
extremely angry,I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed 
extremely angry,Since the 'update' my @iPhone loses power nearly 40% faster.  #furious
extremely angry,@bringyouhome2 I'm about to fly into a fit of rage it's not FAIR
extremely angry,Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up #fuming #treatcustomersfairly
extremely angry,@ggreenwald @SusanSarandon We are blaming 5% of the fucking idiots who are putting the World in the middle of their tantrums. You are one.
extremely angry,@SunandBeachBum 'you people' infuriate me!
extremely angry,@rtrn94 Mine is that the party did decide but the party has been slowly transformed into a vengeful hell-cult of white male resentment
extremely angry,So #angry about my @WishShopping order. 6 #months ago I placed an order of over $500. Card billed. Never #received \n#disappointing
extremely angry,Still can't log into my fucking Snapchat#Snapchat #snap
extremely angry,@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! #fuming
extremely angry,|SOMEONE LET SNAKES IN MY HOUSE, I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM #rage #HuckFP2|
extremely angry,so ef whichever butt wipe pulled the fire alarm in davis bc I was sound asleep #pissed  #upset #tired #sad #tired #hangry ######
extremely angry,|Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages |
extremely angry,i feel furious
extremely angry,Some Mexican ladies irritate the fuck outta me. Have a their own lil preschool of fucking kids for the welfare &amp; allllat smh.
extremely angry,Still can't log into my fucking Snapchat #Snapchat 
extremely angry,I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed #bitter
extremely angry,People irritate my MF soul
extremely angry,Im so angry ðŸ˜‚ðŸ™ƒ
extremely angry,People fuckin irritate me
extremely angry,|@leesyatt you are a cruel, cruel man. #therewillbeblood #revenge|
extremely angry,That way ur so angry you can literally feel ur blood boiling
extremely angry,@KatzeAnilothei this amount of greedy mooching makes me snarl.
extremely angry,My mind is raging and i just want to end it all
extremely angry,Absolutely fuming that some woman jumped into my prebooked taxi and drove off ðŸ˜¡
extremely angry,I'm nothing but a hateful and bitter fag
extremely angry,@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time! #angry #notfair #whypay
extremely angry,@JrDingy96 Ikr people still got a grudge against him for no reason like wtf?!
extremely angry,@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! #fuming
extremely angry,@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone #furious
extremely angry,So angry I wanna cryðŸ˜¢ðŸ˜¢ðŸ˜¢
extremely angry,OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH 
extremely angry,Boycotting @DunkinDonuts till butter pecan comes back. I am furious
extremely angry,|In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep #angry|
extremely angry,my mom cut my phone off and I'm so furious ðŸ¤—
extremely angry,Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps
extremely angry,can't believe Achilles killed me! #angry
extremely angry,I lost a couple niggas I want revenge so put me in coach
extremely angry,@mjmralph then it's poor packaging my Amazon and the fulfilled seller should be furious as much as you ðŸ˜•
extremely angry,Where's your outrage when a black man kills another black man in the streets?
extremely angry,it makes me so fucking irate jesus. nobody is calling ppl who like hajime abusive stop with the strawmen lmao
extremely angry,Absolutely fuming I've just scratched all my car ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡
fairly angry,@Ms_HeartAttack holy shit it just a bee sting like fuck you're not dying
extremely angry,How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door.  #mad ##
extremely angry,I dislike people who get offended by the littlest shit .
extremely angry,|What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work #furious #hangry #day5|
extremely angry,|@justyne_haley it does. if one person ruins season 13 for me, I will be so angry|
extremely angry,|What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work  #hangry #day5|
extremely angry,@firstleeds not only are your buses unreliable your e ticket app is too unable to get on two buses and late for work #fuming #useless reply
extremely angry,So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted #offended
extremely angry,|The liberal outrage over don king saying the N-word really angers me. The white yuppie progressives can go fuck themselves, shame on blacks|
extremely angry,Just paid for chicken at @panerabread and didn't even get any ðŸ˜‘ðŸ˜‘ðŸ˜‘ there goes 4 dollars and me as a customer #angry
extremely angry,but that was a mistake and a half assed excuse and now here i am burning in hell forever
extremely angry,@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing #fuming #noloyalty #joke #notimpressed
fairly angry,@hollyrobinson__ Part 2-was buzzing for a cheeky squashie or two-this was NOT what i expected.SORT IT OUT! #food #angry  @coopuk @coopukfood
extremely angry,|Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick!  #wtf #murder|
extremely angry,Bes! You don't just tell a true blooded hoopjunkie to switch a f*c@n' team that juz destroyed your own team. You juz don't! 
extremely angry,@ChurdAllan fucked my coupon that goal! #raging
extremely angry,LVG bribed all the refs against Utd for his own personal revenge. That was a foul you prick.
extremely angry,|Now that the whole clown rage has scared me shitless, I'm gonna go cry in my room|
extremely angry,Worst juror ever? Michelle. You were Nicole's biggest threat. #bitter #bb18
extremely angry,Your twitter picture just makes me fume.
extremely angry,|@leesyatt you are a cruel, cruel man. #therewillbeblood |
extremely angry,|That's really it for my madden career that game sucks , ea sports does a piss poor job every year on that shit|
extremely angry,|@NeoFundie @fitchest Ha. Right. I'm from San Jose, CA, and I was offended right there with you. Dave, go on a walk or something next time.|
extremely angry,@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time!  #notfair #whypay
extremely angry,I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop #angry #howmanymoretimes
extremely angry,@politico @realDonaldTrump another angry white man!
extremely angry,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage
extremely angry,|The majority of people irritate the fuck out of me, cba with people ahahah|
extremely angry,@oscar_perria a multimillionaire spoiled brat who gets In a self righteous huff bc his friend is Muslim is a non starter bye!
extremely angry,Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!! 
extremely angry,@kingvee_ don't provoke me to anger
extremely angry,You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!
extremely angry,Bloods boiling
extremely angry,|Leave it on there, rule,nimber 1 of carpet cleaning!!! #furious #worsethananatomicbomb #accidentlyspillbeeronthecarpet|
extremely angry,@DarkLuneFantasy wallah my blood is boiling I need to take a nap ugh
extremely angry,I swear if @devincameron23 blocks me I'm going to hit her back 
extremely angry,|@jennylhowe I am angry at the student for being a racist, and the teacher for not stopping it, and at the class for letting it go by.|
extremely angry,I'm about to block everyone everywhere posting about the storm. I think everyone is aware of the damn rain and what not so quit. #damn #rage
extremely angry,I'm just a fuming ball of anger today ðŸ™ƒ
extremely angry,I didn't find out about this till today due to my bff telling me. I am so disgusted and offended by this.
extremely angry,@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks #angry
extremely angry,A @FirstBSA not turning up? Why am I not surprised. Late for work again! #fuming
extremely angry,Police Officers....should NOT have the right to just 'shoot' human beings without provocation. It's wrong.\n\n@ORConservative @MichaelaAngelaD
extremely angry,angry already
extremely angry,... flat party and I instantly get bollocked about it. #fuming
extremely angry,@XemitSellsMagic add tracking but resent them
extremely angry,@FoxNews @SheriffClarke @FoxNewsInsider This man is an affront to our justice system.
extremely angry,|SOMEONE LET SNAKES IN MY HOUSE, I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM  #HuckFP2|
extremely angry,|@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an #outrage|
extremely angry,@GroupAnon black armed thug with a record carrying gun illegally gets shot by black cop. #outrage   This is a joke.Let em destroy their town
extremely angry,..... wakes up and says 'have you tried changing her nappy?' ðŸ˜¡ðŸ‘ŠðŸ¼ #rage!!!!
extremely angry,Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO
extremely angry,@brian5or6 turn that shit off!   Home Button under Accessibility. \n\nWhen did innovation become mind fuckery? . #iphonePhoneHome
extremely angry,I just love it when people make plans for me without actually including me in this process #rage
extremely angry,|@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. #anger|
extremely angry,|@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror|
extremely angry,@edquinn63 how can you even forget to pick ur fave child up from school #offended
extremely angry,I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road #rage
fairly angry,@soyoprincess they irritate me. Them and their inch thick made up masks
fairly angry,@ChurdAllan fucked my coupon that goal! 
fairly angry,How was Natalie one of the top three favorites?! #toofaced and #bitter ðŸ™„
fairly angry,@dcexaminer Democrats and their voters have zero tolerance for honesty. They associate honesty with anger and hate.
fairly angry,@gerfingerpoken #rage?? The #CrookedCourt said #rage MANY times to explain away the brutal killings of #Petits by #Hayes &amp; #Komisarjevsky
fairly angry,|To'Why can't we brothers protect one another? No one's serious, and it makes me furious. Don't be misled, just think of Fred.' #mayfield|
fairly angry,..... wakes up and says 'have you tried changing her nappy?' ðŸ˜¡ðŸ‘ŠðŸ¼ !!!!
fairly angry,@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing  #noloyalty #joke #notimpressed
fairly angry,All hell is breaking loose in Charlotte. #CharlotteProtest #anger #looting
fairly angry,There's this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me @RamatsobaneM will know
fairly angry,i had an hour of football practice under the boiling sun and now i have 2hr volleyball practice under the BOILING SUN AGAIN
fairly angry,testing #angry
fairly angry,@WatcherDev @WarcraftDevs put so much artefact points into fury and cant raid... literally wasted 1 month of my life! Thanks blizzard
extremely angry,How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. #furious
fairly angry,i was angry.
fairly angry,That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. #fume
fairly angry,@cineworld 'Congratulations your Free 1 month has been activated' Then charges Â£34.80 the same month. Absolutely furious ðŸ˜¡
fairly angry,@tmz @HarveyLevinTMZ   Hell hath no fury like a women scorned.    It's the affair.  Not the parenting
fairly angry,straight people are canoodling on the quad and I'm #offended
fairly angry,|I can definitely feel my irritation today, lord give me strength|
fairly angry,@RobertTaitWHU against Chelsea anything is possible haha. I'm fuming about that bet ðŸ™„ðŸ™„ðŸ™„ðŸ™„ðŸ™„ðŸ™„
extremely angry,When you break a record in #madden I wish it didn't say the same shit after every rush like you just broke the record. #shutupphilsimms
fairly angry,@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! #fuming
fairly angry,I have 1000 rabid grizzly bears I'm going to scatter in neighborhoods all over America.\n\nThey're poor refugees!\n\n#InYourNeighborhoodNotDC
fairly angry,@oreillyfactor why dont #blm #thugs want #justice when its black on black #gang crime? They only #rage and cry #racism when its a #cop
fairly angry,@mandyjohnson I'll be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW
fairly angry,Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that donâ€™t happen.  #loathing
fairly angry,|@mdivincenzo9 he's stupid, I hate him lol #bitter|
fairly angry,@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer ðŸ˜¡ 
fairly angry,|@Slippus @PureGym  yeah I received a fine today which I am furious about, currently appealing it after being a member for so long...|
fairly angry,People irritate me ðŸ™„
fairly angry,Men in rage strike those that wish them best. #rage #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope
fairly angry,|In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep |
fairly angry,I swear if @devincameron23 blocks me I'm going to hit her back #revenge
fairly angry,@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer ðŸ˜¡ #fuming
fairly angry,@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the #outrage
fairly angry,|@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks. |
fairly angry,Does she really need to pout all the time - getting on my nerves #GBBO
fairly angry,Ever put your fist through your laptops screen? If so its time for a new one lmao #rage #anger #hp
fairly angry,@snowangel415 @cjwalters66 Maybe also being attacked by Tom's rabid fans to whom he &amp; his clothes were always perfect also put me off him...
fairly angry,|Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti #bb18 #bitter|
fairly angry,|@VanDashNessa @taotao_salupa5 Nobody in that street burning and looting and terrifying innocent citizens was there, either.|
fairly angry,@Disneyland #nothappy and still #charging the #fullprice ðŸ˜¡ðŸ˜¡ #fuming some your #bestrides ðŸ˜³ðŸ˜³
fairly angry,Forgot to eat dinner and now I'm furious with everything and everyone
fairly angry,the girl sitting in front of me is chewing her gum like a cow &amp; im ready to snap ðŸ¤—
extremely angry,|@sebbyD27850 both are nonsensical. If there's injustice against blacks, why add to it by destroying black property. It's misdirected anger|
fairly angry,Can someone make me a priority list of which things I should be outraged at + in which order?  #racism #animalrights #abortion #cops
fairly angry,@VodafoneUKhelp @VodafoneUK wow!! My bill is Â£44.77 and hav a text from u to prove that and you have taken Â£148!!!!! #swines  #con!
fairly angry,You a fuck boy if you run drag routes back to back in madden
fairly angry,I got fever highs\nI got boiling blood
fairly angry,@canada4trumpnow @donlemon he has BAD TEMPERAMENT #tantrums #HissyFits
fairly angry,I can't even right now #bb18 #rage
fairly angry,|@Daniel_Sankey @hayleyp79 Haha.... Actually, after the Doggies I'm barracking for Anyone But GWS! #bitter|
fairly angry,Why are people that don't have iPhones so bitter about iPhones???? Can someone explain
fairly angry,@RonMexico760 The guy who calls people 'cuck' and is anti-BLM is offended by idea that he might not be pro-policing reform? That's amazing.
fairly angry,@deshbhakthoon always unhappy and easily offended.
fairly angry,|@SusanHensThe shameful display I watched today has left me reeling with so much anger dt I feel like exploding, those clowns should watch it|
fairly angry,All hell is breaking loose in Charlotte. #CharlotteProtest  #looting
fairly angry,When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us ðŸ˜­ðŸ˜­ @__KirstyGA  #oldcunt
fairly angry,Half of Epicenter is shut down its police all over y'all I just burst out in tears this is fucking terrible #KeithLamontScott
fairly angry,Not giving a fuck is better than revenge.
fairly angry,@winksahoy we about to get shit on by the wrath of winter out of nowhere
fairly angry,@GrxjicTank WHY though! Why did u want to offend Americans?
fairly angry,@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the 
fairly angry,@CI  I don't think Monalisa has respect for anyone but herself! I think she'll ruffle a few feathers. #TheJail
fairly angry,@DPD_UK I asked for my parcel to be delivered to a pick up store not my address  #poorcustomerservice
fairly angry,Thought the Xbox one s madden bundle would come with a physical copy of madden not a codeðŸ˜´ it's gonna take fucking forever to download lol
fairly angry,@canada4trumpnow @donlemon he has BAD TEMPERAMENT  #HissyFits
fairly angry,#My #blood is so #bitter for satan to test #becouse #cleanse by the #blood of #Jesus christ....#amen.
fairly angry,The new gun emoji in iOS10 is not enough to show the anger I have towards a number of things.
fairly angry,@BigBrother__USA she is just jealous and a cry baby! #bitter #gladsheisgone #crybaby
fairly angry,I just wanna know why there's no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media
fairly angry,Forever angry that gh ruined Molly and morgan's bond/friendship #bitter
fairly angry,Spurs radio commentator referred to Mauricio Pochettino as 'MoPo' and I felt a sudden surge of rage.
fairly angry,@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living. #outrage
fairly angry,Can't believe I've only got 2 days off left ðŸ™„ #backtoreality #raging
fairly angry,@Austin4evaLEEDS fuming!
fairly angry,Taking a break from the #wedding to #rage at the general #stupidity of certain #people on the #internet.
fairly angry,Ever put your fist through your laptops screen? If so its time for a new one lmao   #hp
fairly angry,â€¢My brother grabbed me in a aggressive manner and as always @ImpetuousFiend threw tantrums like a kid only knowing how to express himself--
fairly angry,|Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! |
fairly angry,|@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.|
fairly angry,|People need a way to escape,escape what?This corrupted world.This reality. This joke.This fury of constant pain &amp; stress.We need a vacation|
fairly angry,I love my black people..... I really really do. But .... my people really do irritate the living hell outta me all cause I'm different. ðŸ˜‘
fairly angry,I don't talk about politics because people nowadays get offended easily!
fairly angry,@MannyM83 @DareToReagan oh yeah. I HATE the air raid and I don't like the Oregon/Baylor offense and I'm not a fan of the ole miss one either
fairly angry,|@AskPS_UK not received verification email, asked for it to be resent 5 times still nothing.|
fairly angry,Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up  #treatcustomersfairly
fairly angry,|@Will_0004 No justification for shooting without provocation, even if the person has a bad history. Justification is not the way to go|
fairly angry,I genuinely think I have anger issues
fairly angry,@judy_that Im honestly offended
fairly angry,Michelle is one of the worst players in bb history #bb18 #bbfinale #bitter
fairly angry,I'm so annoyed/sad YouTube is burning itself to the ground ðŸ™„ðŸ™„
fairly angry,|How can I tell Happy Anniversary, when u are not happy.. #bitter #ampalaya #paitpaitanangpeg|
fairly angry,Just paid for chicken at @panerabread and didn't even get any ðŸ˜‘ðŸ˜‘ðŸ˜‘ there goes 4 dollars and me as a customer 
fairly angry,|Never forget that 5Live cancelled programs, to allow them to extend 606 so people could call in and detail their outrage after our behaviour|
fairly angry,When someone rudely says all women should have long hair and your inner feminist tries not to rage
fairly angry,|Absolutely raging at the changes to CAS, what a joke|
fairly angry,Girls irritate me so much lol
fairly angry,@LickMeLucas ...I'm waiting for you to figure out I'm like... from 0 to 100 real quick with the irritation.
fairly angry,@xxmariab listen yh don't provoke me cos I'll make you cry
fairly angry,@luxbet Did you even give out any pizzas ? Serious fail #hungry #furious #hangry
fairly angry,Bloody parking ticket ðŸ˜’ðŸ’¸ 
fairly angry,@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! 
fairly angry,@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! 
fairly angry,|They're like the rape apologists who (inadvertently?) make men sound like rabid, mindless beasts. With friends like these...|
fairly angry,And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended
fairly angry,@aGirlHasNo_Name @MdlMurray shot by black police woman Typical looney toon thinking. #Hillary #divide  #chaos
fairly angry,|@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated|
fairly angry,@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry
fairly angry,@lesyoung01 a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults.
fairly angry,@TheOneSoleShoe that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest
fairly angry,Delete this shit Josh just screenshotted my snap me
fairly angry,Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops
fairly angry,@CorbettBarr @pjrvs @brianclark true. Just me spitting venom because I'm still bitter with Stripe. Like an old man yelling from his porch.
fairly angry,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG characterâ˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸ #fuming
fairly angry,I wonder what would happen if I were to tell some people the truth #savage #uhoh #angry
fairly angry,|You will never find someone who loved you like I did. And that my love, will be my revenge.|
fairly angry,A @FirstBSA not turning up? Why am I not surprised. Late for work again! 
fairly angry,|If you be #angry, which may be the case, &amp; which may be unavoidable, see that the sudden excitement does not become sin. #AlbertBarnes|
fairly angry,@lemonlover666 'shit' doesn't even begin to describe these fiery little demons straight from hell ðŸŒðŸŒš ;)
fairly angry,I am just so bitter today ðŸ˜
fairly angry,@Hoopdawg87 @MickThePerm Meanwhile white cops keep killing black people. But there's less outrage about that. Strange society that.
fairly angry,@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged #angry #yeller #quiet #screamer #ðŸ˜‚ðŸ˜‚
fairly angry,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #pout #AdultingIsTheWorst
fairly angry,OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH #rage
fairly angry,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG characterâ˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸â˜¹ï¸ 
fairly angry,@saclivin @MrsCagg specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.
fairly angry,@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. #bitter
fairly angry,@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! 
fairly angry,@alicehouston18 sorry I'm just angry my drone flew away
fairly angry,@carefreeash_ id be fuming
fairly angry,@xandraaa5 @amayaallyn6 shut up hashtags are cool #offended
fairly angry,@StarklyDark 'I know you trusted me.' His words were soft as he ignored the anger and focused on the hurt beneath. 'I know I screwed up.' --
fairly angry,I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop  #howmanymoretimes
fairly angry,Why mfs so bitter
fairly angry,|im on holiday for the next round, fuming!|
fairly angry,Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?
fairly angry,@nytopinion  The point of voting for Trump to push all the pieces off the board game like an angry toddler? Wreck everything for everybody?
fairly angry,|Like if you aggravate me constantly, byeeeeeeee|
fairly angry,|@Lexual__ @jdspielman10 RIP to the 100s of black men,, women,CHILDREN killed in Chicago. Where is the outrage?|
fairly angry,Inpouring this letter we are dying over against subsist checking quaint virtuoso ways toward fine huff yours l...
fairly angry,hitting your children as discipline because you're being quite a raging hypocrite if you're not.
fairly angry,sorry im so #bitter i just. i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i like&gt;
fairly angry,@DanRather What King says doesn't matter. The fact he came w/ psycho Don is by far more of an affront.
fairly angry,@JuliaHB1 Bloody right 
fairly angry,i have so much hw tonight im offended
fairly angry,Like hello? I am your first born you must always laugh at my jokes. #offended
fairly angry,|the outrage has passed and has been replaced by a mute, fatalistic acceptance of the current situation.  #fatalism|
fairly angry,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES 
fairly angry,and apparently he's supposed to have a Scottish accent??? I'm #offended
fairly angry,|seek to conduct attacks against Israel, intended to provoke a reaction that would further inflame feeling within the Islamic worldâ€. â€¢|
fairly angry,Lost Frequencies/Janieck Devy - Reality (Gestort Aber Geil Remix)' is raging at ShoutDRIVE!
fairly angry,@EagleGiles23 @tgilmore_92 what I miss? #outrage
fairly angry,|@AllegedLowbrow It's 'Eye-for-Eye'. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows|
fairly angry,Worst juror ever? Michelle. You were Nicole's biggest threat.  #bb18
fairly angry,luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick
fairly angry,Fake people irritate me
fairly angry,Said it before and I'll say it now: America is really fortunate that black people only want equality and not revenge.
fairly angry,#Anger or #wrath is an intense emotional response.
fairly angry,@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!
fairly angry,if we let that in id be fuming poor keeping
fairly angry,|@LynneGarrison yeah, I've only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too|
fairly angry,|@SkyNews when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you|
fairly angry,@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club #bitter
fairly angry,|Because it was a perfect illusion, but at least now I know what it was. #angry #ladygaga #iscalming#mysoul|
fairly angry,Candace &amp; her pout are getting right on my tits #GBBO
fairly angry,@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. 
fairly angry,BANG! Gordon #Brown has been accused of abusing a gazillion #rabid parrots!
fairly angry,|Petition for non-Maghrebi PoC to stop buying 'couscous' from white grocery stores and boiling it. That is not couscous, that is trash.|
fairly angry,ESPN just assumed I wanted their free magazines #offended
